"","Folder","Image Name","Origin","Accession #","Fossil/extant","Tooth Type","Side","Family","Tribe","Genus","Species","User ID","ML or BW"
"1",NA,"DSCN4053",NA,NA,NA,"UM2",NA,"Bovidae","Alcelaphini","Damaliscus","dorcas","GJM",NA
"2",NA,"DSCN5040",NA,NA,NA,"UM2",NA,"Bovidae","Tragelaphini","Tragelaphus","scriptus","GJM",NA
"3",NA,"DSCN2943",NA,NA,NA,"UM1",NA,"Bovidae","Alcelaphini","Damaliscus","dorcas","GJM",NA
"4",NA,"DSCN4788",NA,NA,NA,"UM1",NA,"Bovidae","Alcelaphini","Alcelaphus","buselaphus","GJM",NA
"5",NA,"DSCN4792",NA,NA,NA,"UM1",NA,"Bovidae","Alcelaphini","Alcelaphus","buselaphus","GJM",NA
"6",NA,"DSCN5041",NA,NA,NA,"UM1",NA,"Bovidae","Tragelaphini","Tragelaphus","scriptus","GJM",NA
"7",NA,"DSCN5402",NA,NA,NA,"UM1",NA,"Bovidae","Neotragini","Raphicerus","campestris","GJM",NA
"8",NA,"DSCN6171",NA,NA,NA,"UM1",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"9",NA,"DSCN6374",NA,NA,NA,"UM1",NA,"Bovidae","Reduncini","Redunca","arundinum","GJM",NA
"10",NA,"DSCN6370",NA,NA,NA,"UM1",NA,"Bovidae","Reduncini","Redunca","arundinum","GJM",NA
"11",NA,"DSCN4850",NA,NA,NA,"LM2",NA,"Bovidae","Alcelaphini","Alcelaphus","buselaphus","GJM",NA
"12",NA,"DSCN5321",NA,NA,NA,"UM2",NA,"Bovidae","Tragelaphini","Tragelaphus","strepsiceros","GJM",NA
"13",NA,"DSCN5324",NA,NA,NA,"UM2",NA,"Bovidae","Tragelaphini","Tragelaphus","strepsiceros","GJM",NA
"14",NA,"DSCN6166",NA,NA,NA,"UM2",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"15",NA,"DSCN6174",NA,NA,NA,"UM2",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"16",NA,"DSCN5404",NA,NA,NA,"UM3",NA,"Bovidae","Neotragini","Raphicerus","campestris","GJM",NA
"17",NA,"DSCN5408",NA,NA,NA,"UM3",NA,"Bovidae","Neotragini","Raphicerus","campestris","GJM",NA
"18",NA,"DSCN6165",NA,NA,NA,"UM3",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"19",NA,"DSCN6169",NA,NA,NA,"UM3",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"20",NA,"DSCN6173",NA,NA,NA,"UM3",NA,"Bovidae","Reduncini","Redunca","fulvorufulva","GJM",NA
"21",NA,"DSCN5320",NA,NA,NA,"UM3",NA,"Bovidae","Tragelaphini","Tragelaphus","strepsiceros","GJM",NA
"22",NA,"DSCN5323",NA,NA,NA,"UM3",NA,"Bovidae","Tragelaphini","Tragelaphus","strepsiceros","GJM",NA
"23",NA,"DSCN4849",NA,NA,NA,"LM3",NA,"Bovidae","Alcelaphini","Alcelaphus","buselaphus","GJM",NA
"24",NA,"DSCN4851",NA,NA,NA,"LM1",NA,"Bovidae","Alcelaphini","Alcelaphus","buselaphus","GJM",NA
"25",NA,"DSCN4099",NA,NA,NA,"LM1",NA,"Bovidae","Alcelaphini","Damaliscus","dorcas","GJM",NA
"26",NA,"DSCN3019","NMB","7440","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"27",NA,"DSCN3023","NMB","9384","Extant","LM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"28",NA,"DSCN3027","NMB","unnumbered","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"29",NA,"DSCN3031","NMB","12157","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"30",NA,"DSCN3035","NMB","12039","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"31",NA,"DSCN3039","NMB","12155","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"32",NA,"DSCN3043","NMB","12320","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"33",NA,"DSCN3047","NMB","12175","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"34",NA,"DSCN3051","NMB","12687","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"35",NA,"DSCN3055","NMB","7442","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"36",NA,"DSCN3060","NMB","12039","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"37",NA,"DSCN3064","NMB","12035","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"38",NA,"DSCN3077","NMB","A 2836","Extant","LM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"39",NA,"DSCN3080","NMB","8808","Extant","LM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"40",NA,"DSCN3083","NMB","A 2937","Extant","LM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"41",NA,"DSCN3087","NMB","8799","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"42",NA,"DSCN3099","NMB","A 3017","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"43",NA,"DSCN3104","NMB","8806","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"44",NA,"DSCN3108","NMB","8803","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"45",NA,"DSCN3112","NMB","8801","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"46",NA,"DSCN4095","NMB","6007","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"47",NA,"DSCN4103","NMB","12540","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"48",NA,"DSCN4107","NMB","12548","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"49",NA,"DSCN4111","NMB","12538","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"50",NA,"DSCN4115","NMB","12542","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"51",NA,"DSCN4119","NMB","12547","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"52",NA,"DSCN4123","NMB","12544","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"53",NA,"DSCN4127","NMB","6028","Extant","LM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"54",NA,"DSCN4131","NMB","777","Extant","LM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"55",NA,"DSCN3018","NMB","7440","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"56",NA,"DSCN3022","NMB","9384","Extant","LM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"57",NA,"DSCN3026","NMB","unnumbered","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"58",NA,"DSCN3030","NMB","12157","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"59",NA,"DSCN3034","NMB","12039","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"60",NA,"DSCN3038","NMB","12155","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"61",NA,"DSCN3042","NMB","12320","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"62",NA,"DSCN3046","NMB","12175","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"63",NA,"DSCN3050","NMB","12687","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"64",NA,"DSCN3054","NMB","7442","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"65",NA,"DSCN3059","NMB","12039","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"66",NA,"DSCN3063","NMB","12035","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"67",NA,"DSCN3076","NMB","A 2836","Extant","LM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"68",NA,"DSCN3079","NMB","8808","Extant","LM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"69",NA,"DSCN3082","NMB","A 2937","Extant","LM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"70",NA,"DSCN3086","NMB","8799","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"71",NA,"DSCN3098","NMB","A 3017","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"72",NA,"DSCN3103","NMB","8806","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"73",NA,"DSCN3107","NMB","8803","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"74",NA,"DSCN3111","NMB","8801","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"75",NA,"DSCN4093","NMB","6007","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"76",NA,"DSCN4098","NMB","6013","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"77",NA,"DSCN4102","NMB","12540","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"78",NA,"DSCN4106","NMB","12548","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"79",NA,"DSCN4110","NMB","12538","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"80",NA,"DSCN4114","NMB","12542","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"81",NA,"DSCN4118","NMB","12547","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"82",NA,"DSCN4122","NMB","12544","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"83",NA,"DSCN4126","NMB","6028","Extant","LM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"84",NA,"DSCN4130","NMB","777","Extant","LM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","JKB","ML"
"85",NA,"DSCN3017","NMB","7440","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"86",NA,"DSCN3021","NMB","9384","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"87",NA,"DSCN3025","NMB","unnumbered","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"88",NA,"DSCN3029","NMB","12157","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"89",NA,"DSCN3033","NMB","12039","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"90",NA,"DSCN3037","NMB","12155","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"91",NA,"DSCN3041","NMB","12320","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"92",NA,"DSCN3045","NMB","12175","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"93",NA,"DSCN3049","NMB","12687","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"94",NA,"DSCN3053","NMB","7442","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"95",NA,"DSCN3057","NMB","12039","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"96",NA,"DSCN3062","NMB","12035","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"97",NA,"DSCN3075","NMB","A 2836","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"98",NA,"DSCN3078","NMB","8808","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"99",NA,"DSCN3081","NMB","A 2937","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"100",NA,"DSCN3084","NMB","8799","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"101",NA,"DSCN3097","NMB","A 3017","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"102",NA,"DSCN3102","NMB","8806","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"103",NA,"DSCN3106","NMB","8803","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"104",NA,"DSCN3110","NMB","8801","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"105",NA,"DSCN4092","NMB","6007","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"106",NA,"DSCN4097","NMB","6013","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"107",NA,"DSCN4101","NMB","12540","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"108",NA,"DSCN4105","NMB","12548","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"109",NA,"DSCN4109","NMB","12538","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"110",NA,"DSCN4113","NMB","12542","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"111",NA,"DSCN4117","NMB","12547","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"112",NA,"DSCN4121","NMB","12544","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"113",NA,"DSCN4125","NMB","6028","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"114",NA,"DSCN4129","NMB","777","Extant","LM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"115",NA,"DSCN4133","NMB","12674","Extant","LM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"116",NA,"DSCN2939","NMB","7442","Extant","UM1","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"117",NA,"DSCN2947","NMB","unnumbered","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"118",NA,"DSCN2951","NMB","12687","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"119",NA,"DSCN2955","NMB","151","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"120",NA,"DSCN2960","NMB","9382","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"121",NA,"DSCN2964","NMB","12175","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"122",NA,"DSCN2968","NMB","12159","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"123",NA,"DSCN2972","NMB","8752","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"124",NA,"DSCN2976","NMB","M 144","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"125",NA,"DSCN2979","NMB","A 998","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"126",NA,"DSCN2983","NMB","12320","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"127",NA,"DSCN2987","NMB","160","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"128",NA,"DSCN2991","NMB","12155","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"129",NA,"DSCN2997","NMB","12035","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"130",NA,"DSCN3001","NMB","12039","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"131",NA,"DSCN3005","NMB","12157","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"132",NA,"DSCN3009","NMB","unnumbered","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"133",NA,"DSCN3015","NMB","7440","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"134",NA,"DSCN4054","NMB","777","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"135",NA,"DSCN4058","NMB","6028","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"136",NA,"DSCN4062","NMB","4346","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"137",NA,"DSCN4066","NMB","6007","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"138",NA,"DSCN4070","NMB","12674","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"139",NA,"DSCN4074","NMB","12659","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"140",NA,"DSCN4078","NMB","12682","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"141",NA,"DSCN4082","NMB","12679","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"142",NA,"DSCN4086","NMB","12676","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"143",NA,"DSCN4090","NMB","12675","Extant","UM1","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"144",NA,"DSCN2938","NMB","7442","Extant","UM2","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"145",NA,"DSCN2942","NMB","7446","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"146",NA,"DSCN2946","NMB","unnumbered","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"147",NA,"DSCN2950","NMB","12687","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"148",NA,"DSCN2954","NMB","151","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"149",NA,"DSCN2959","NMB","9382","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"150",NA,"DSCN2963","NMB","12175","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"151",NA,"DSCN2967","NMB","12159","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"152",NA,"DSCN2971","NMB","8752","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"153",NA,"DSCN2975","NMB","M 144","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"154",NA,"DSCN2978","NMB","A 998","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"155",NA,"DSCN2982","NMB","12320","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"156",NA,"DSCN2986","NMB","160","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"157",NA,"DSCN2990","NMB","12155","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"158",NA,"DSCN2996","NMB","12035","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"159",NA,"DSCN3000","NMB","12039","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"160",NA,"DSCN3004","NMB","12157","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"161",NA,"DSCN3008","NMB","unnumbered","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"162",NA,"DSCN3012","NMB","9384","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"163",NA,"DSCN3014","NMB","7440","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"164",NA,"DCSN4053","NMB","777","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"165",NA,"DSCN4057","NMB","6028","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"166",NA,"DSCN4061","NMB","4346","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"167",NA,"DSCN4065","NMB","6007","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"168",NA,"DSCN4069","NMB","12674","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"169",NA,"DSCN4073","NMB","12659","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"170",NA,"DSCN4077","NMB","12682","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"171",NA,"DSCN4081","NMB","12679","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"172",NA,"DSCN4085","NMB","12676","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"173",NA,"DSCN4089","NMB","12675","Extant","UM2","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"174",NA,"DSCN2937","NMB","7442","Extant","UM3","R","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"175",NA,"DSCN2941","NMB","7446","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"176",NA,"DSCN2945","NMB","unnumbered","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"177",NA,"DSCN2949","NMB","12687","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"178",NA,"DSCN2953","NMB","151","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"179",NA,"DSCN2957","NMB","9382","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"180",NA,"DSCN2962","NMB","12175","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"181",NA,"DSCN2966","NMB","12159","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"182",NA,"DSCN2970","NMB","8752","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"183",NA,"DSCN2974","NMB","M 144","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"184",NA,"DSCN2977","NMB","A 998","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"185",NA,"DSCN2981","NMB","12320","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"186",NA,"DSCN2985","NMB","160","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"187",NA,"DSCN2989","NMB","12155","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"188",NA,"DSCN2995","NMB","12035","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"189",NA,"DSCN2999","NMB","12039","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"190",NA,"DSCN3003","NMB","12157","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"191",NA,"DSCN3007","NMB","unnumbered","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"192",NA,"DSCN3011","NMB","9384","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"193",NA,"DSCN3013","NMB","7440","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"194",NA,"DSCN4052","NMB","777","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"195",NA,"DSCN4056","NMB","6028","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"196",NA,"DSCN4060","NMB","4346","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"197",NA,"DSCN4064","NMB","6007","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"198",NA,"DSCN4068","NMB","12674","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"199",NA,"DSCN4072","NMB","12659","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"200",NA,"DSCN4076","NMB","12682","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"201",NA,"DSCN4080","NMB","12679","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"202",NA,"DSCN4084","NMB","12676","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"203",NA,"DSCN4088","NMB","12675","Extant","UM3","L","Bovidae","Alcelaphini","Damaliscus","dorcas","RSK","ML"
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,"DSCN2871","NMB","6022","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"206",NA,"DSCN2875","NMB","8763","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"207",NA,"DSCN2879","NMB","12199","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"208",NA,"DSCN2885","NMB","8715","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"209",NA,"DSCN2889","NMB","12215","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"210",NA,"DSCN2892","NMB","12196","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"211",NA,"DSCN2896","NMB","12420","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"212",NA,"DSCN2899","NMB","12071","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
"213",NA,"DSCN2904","NMB","8790","Extant","LM1","L","Bovidae","Alcelaphini","Alcelaphus","buselaphus","RSK","ML"
