"","Folder","Image Name","Origin","Accession #","Fossil/extant","Tooth Type","Side","Family","Tribe","Genus","Species","User ID","ML or BW"
"802",NA,"IMG_1465","Amathole","15420","Extant","LM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"803",NA,"IMG_1457","Amathole","15421","Extant","LM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"804",NA,"IMG_1473","Amathole","15435","Extant","LM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"805",NA,"IMG_1480","Amathole","18303","Extant","LM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"806",NA,"IMG_1487","Amathole","19345","Extant","LM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"807",NA,"DSCN3193","NMB","8833","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"808",NA,"DSCN3194","NMB","8832","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"809",NA,"DSCN3198","NMB","8842","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"810",NA,"DSCN3202","NMB","8836","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"811",NA,"DSCN3206","NMB","8841","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"812",NA,"DSCN3208","NMB","unnumbered","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"813",NA,"DSCN3212","NMB","unnumbered","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"814",NA,"DSCN3216","NMB","8831","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"815",NA,"DSCN3220","NMB","12002","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"816",NA,"DSCN3224","NMB","8829","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"817",NA,"DSCN3229","NMB","9318","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"818",NA,"DSCN4252","NMB","12078","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"819",NA,"DSCN4256","NMB","12116","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"820",NA,"DSCN4260","NMB","12121","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"821",NA,"DSCN4264","NMB","12120","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"822",NA,"DSCN4268","NMB","12128","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"823",NA,"DSCN4272","NMB","12080","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"824",NA,"DSCN4275","NMB","12081","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"825",NA,"DSCN4279","NMB","12110","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"826",NA,"DSCN4282","NMB","12127","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"827",NA,"DSCN4286","NMB","12082","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"828",NA,"DSCN4288","NMB","12122","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"829",NA,"DSCN4294","NMB","12109","Extant","LM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"830",NA,"DSCN4299","NMB","12106","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"831",NA,"DSCN4303","NMB","12108","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"832",NA,"DSCN4307","NMB","12119","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"833",NA,"DSCN4311","NMB","12114","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"834",NA,"DSCN4315","NMB","12118","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"835",NA,"DSCN4319","NMB","12107","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"836",NA,"DSCN4323","NMB","12079","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"837",NA,"IMG_1446","Amathole","15405","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"838",NA,"IMG_1463","Amathole","15420","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"839",NA,"IMG_1456","Amathole","15421","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"840",NA,"IMG_1471","Amathole","15435","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"841",NA,"IMG_1478","Amathole","18303","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"842",NA,"IMG_1486","Amathole","19345","Extant","LM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","JS","BW"
"843",NA,"DSCN3132","NMB","7431","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"844",NA,"DSCN3136","NMB","7419","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"845",NA,"DSCN3140","NMB","7424","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"846",NA,"DSCN3144","NMB","7421","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"847",NA,"DSCN3148","NMB","7436","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"848",NA,"DSCN3152","NMB","7419","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"849",NA,"DSCN3156","NMB","6096","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"850",NA,"DSCN3161","NMB","7434","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"851",NA,"DSCN3166","NMB","7435","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"852",NA,"DSCN3170","NMB","7420","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"853",NA,"DSCN3174","NMB","7422","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"854",NA,"DSCN3178","NMB","7423","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"855",NA,"DSCN3182","NMB","7433","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"856",NA,"DSCN3186","NMB","7425","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"857",NA,"DSCN4189","NMB","12108","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"858",NA,"DSCN4193","NMB","12127","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"859",NA,"DSCN4199","NMB","12123","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"860",NA,"DSCN4203","NMB","12104","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"861",NA,"DSCN4207","NMB","12109","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"862",NA,"DSCN4211","NMB","12118","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"863",NA,"DSCN4215","NMB","12119","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"864",NA,"DSCN4219","NMB","12079","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"865",NA,"DSCN4223","NMB","12122","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"866",NA,"DSCN4227","NMB","12090","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"867",NA,"DSCN4230","NMB","12126","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"868",NA,"DSCN4234","NMB","12128","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"869",NA,"DSCN4238","NMB","12121","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"870",NA,"DSCN4242","NMB","12134","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"871",NA,"DSCN4246","NMB","12081","Extant","UM1","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"872",NA,"DSCN4250","NMB","12084","Extant","UM1","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"873",NA,"DSCN3131","NMB","7431","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"874",NA,"DSCN3135","NMB","7419","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"875",NA,"DSCN3139","NMB","7424","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"876",NA,"DSCN3143","NMB","7421","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"877",NA,"DSCN3147","NMB","7436","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"878",NA,"DSCN3151","NMB","7419","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"879",NA,"DSCN3155","NMB","6096","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"880",NA,"DSCN3160","NMB","7434","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"881",NA,"DSCN3165","NMB","7435","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"882",NA,"DSCN3169","NMB","7420","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"883",NA,"DSCN3173","NMB","7422","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"884",NA,"DSCN3177","NMB","7423","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"885",NA,"DSCN3181","NMB","7433","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"886",NA,"DSCN3185","NMB","7425","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"887",NA,"DSCN4188","NMB","12108","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"888",NA,"DSCN4192","NMB","12127","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"889",NA,"DSCN4196","NMB","12082","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"890",NA,"DSCN4198","NMB","12123","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"891",NA,"DSCN4202","NMB","12104","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"892",NA,"DSCN4206","NMB","12109","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"893",NA,"DSCN4210","NMB","12118","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"894",NA,"DSCN4214","NMB","12119","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"895",NA,"DSCN4218","NMB","12079","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"896",NA,"DSCN4222","NMB","12122","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"897",NA,"DSCN4226","NMB","12090","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"898",NA,"DSCN4229","NMB","12126","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"899",NA,"DSCN4233","NMB","12128","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"900",NA,"DSCN4237","NMB","12121","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"901",NA,"DSCN4241","NMB","12134","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"902",NA,"DSCN4245","NMB","12081","Extant","UM2","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"903",NA,"DSCN4249","NMB","12084","Extant","UM2","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"904",NA,"DSCN3130","NMB","7431","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"905",NA,"DSCN3134","NMB","7419","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"906",NA,"DSCN3138","NMB","7424","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"907",NA,"DSCN3142","NMB","7421","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"908",NA,"DSCN3146","NMB","7436","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"909",NA,"DSCN3150","NMB","7419","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"910",NA,"DSCN3154","NMB","6096","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"911",NA,"DSCN3159","NMB","7434","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"912",NA,"DSCN3164","NMB","7435","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"913",NA,"DSCN3168","NMB","7420","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"914",NA,"DSCN3172","NMB","7422","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"915",NA,"DSCN3176","NMB","7423","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"916",NA,"DSCN3180","NMB","7433","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"917",NA,"DSCN3184","NMB","7425","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"918",NA,"DSCN4187","NMB","12108","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"919",NA,"DSCN4191","NMB","12127","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"920",NA,"DSCN4195","NMB","12082","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"921",NA,"DSCN4197","NMB","12123","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"922",NA,"DSCN4201","NMB","12104","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"923",NA,"DSCN4205","NMB","12109","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"924",NA,"DSCN4209","NMB","12118","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"925",NA,"DSCN4213","NMB","12119","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"926",NA,"DSCN4217","NMB","12079","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"927",NA,"DSCN4221","NMB","12122","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"928",NA,"DSCN4225","NMB","12090","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"929",NA,"DSCN4232","NMB","12128","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"930",NA,"DSCN4236","NMB","12121","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"931",NA,"DSCN4240","NMB","12134","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"932",NA,"DSCN4244","NMB","12081","Extant","UM3","R","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"933",NA,"DSCN4248","NMB","12084","Extant","UM3","L","Bovidae","Antilopini","Antidorcas","marsupialis","RSK","ML"
"934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",NA,"DSCN4042","NMB","8774","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"936",NA,"DSCN4047","NMB","8743","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"937",NA,"DSCN4495","NMB","1000","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"938",NA,"DSCN4499","NMB","1001","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"939",NA,"DSCN4504","NMB","1002","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"940",NA,"DSCN4509","NMB","1003","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"941",NA,"DSCN4513","NMB","1004","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"942",NA,"DSCN4518","NMB","1005","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"943",NA,"DSCN4522","NMB","1006","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"944",NA,"DSCN4526","NMB","1007","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"945",NA,"DSCN4530","NMB","1008","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"946",NA,"DSCN4533","NMB","1009","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"947",NA,"DSCN4537","NMB","1010","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"948",NA,"DSCN4541","NMB","1011","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"949",NA,"DSCN4547","NMB","1012","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"950",NA,"DSCN4550","NMB","1013","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"951",NA,"DSCN4553","NMB","A 1388","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"952",NA,"DSCN4556","NMB","A 2559","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"953",NA,"DSCN5747","TM","13185","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"954",NA,"DSCN5752","TM","13148?","Extant","LM1","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"955",NA,"DSCN5757","TM","16433","Extant","LM1","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"956",NA,"DSCN5761","TM","BB 302","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"957",NA,"DSCN5765","TM","3313","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"958",NA,"DSCN6061","TM","16433","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"959",NA,"DSCN6065","TM","3311","Extant","LM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"960",NA,"DSCN4041","NMB","8774","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"961",NA,"DSCN4046","NMB","8743","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"962",NA,"DSCN4494","NMB","1000","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"963",NA,"DSCN4498","NMB","1001","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"964",NA,"DSCN4503","NMB","1002","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"965",NA,"DSCN4508","NMB","1003","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"966",NA,"DSCN4512","NMB","1004","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"967",NA,"DSCN4517","NMB","1005","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"968",NA,"DSCN4521","NMB","1006","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"969",NA,"DSCN4525","NMB","1007","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"970",NA,"DSCN4529","NMB","1008","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"971",NA,"DSCN4532","NMB","1009","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"972",NA,"DSCN4536","NMB","1010","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"973",NA,"DSCN4540","NMB","1011","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"974",NA,"DSCN4544","NMB","1012","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"975",NA,"DSCN4549","NMB","1013","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"976",NA,"DSCN4552","NMB","A 1388","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"977",NA,"DSCN4555","NMB","A 2559","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"978",NA,"DSCN5746","TM","13185","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"979",NA,"DSCN5753","TM","13148?","Extant","LM2","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"980",NA,"DSCN5756","TM","16433","Extant","LM2","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"981",NA,"DSCN5760","TM","BB 302","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"982",NA,"DSCN5764","TM","3313","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"983",NA,"DSCN6060","TM","16433","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"984",NA,"DSCN6064","TM","3311","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"985",NA,"DSCN6068","TM","3312","Extant","LM2","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"986",NA,"DSCN4040","NMB","8774","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"987",NA,"DSCN4045","NMB","8743","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"988",NA,"DSCN4493","NMB","1000","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"989",NA,"DSCN4497","NMB","1001","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"990",NA,"DSCN4502","NMB","1002","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"991",NA,"DSCN4507","NMB","1003","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"992",NA,"DSCN4511","NMB","1004","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"993",NA,"DSCN4516","NMB","1005","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"994",NA,"DSCN4520","NMB","1006","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"995",NA,"DSCN4524","NMB","1007","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"996",NA,"DSCN4528","NMB","1008","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"997",NA,"DSCN4531","NMB","1009","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"998",NA,"DSCN4535","NMB","1010","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"999",NA,"DSCN4539","NMB","1011","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1000",NA,"DSCN4543","NMB","1012","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1001",NA,"DSCN4554","NMB","A 2559","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1002",NA,"DSCN5745","TM","13185","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1003",NA,"DSCN5749","TM","13148?","Extant","LM3","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1004",NA,"DSCN5755","TM","16433","Extant","LM3","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1005",NA,"DSCN5759","TM","BB 302","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1006",NA,"DSCN5763","TM","3313","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1007",NA,"DSCN6059","TM","16433","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1008",NA,"DSCN6063","TM","3311","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1009",NA,"DSCN6067","TM","3312","Extant","LM3","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1010",NA,"DSCN3633","NMB","A 2559","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1011",NA,"DSCN3638","NMB","unnumbered","Extant","UM1","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1012",NA,"DSCN3642","NMB","14","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1013",NA,"DSCN3984","NMB","2","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1014",NA,"DSCN3986","NMB","unnumbered-old","Extant","UM1","R","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1015",NA,"DSCN3990","NMB","18","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1016",NA,"DSCN3997","NMB","unnumbered","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1017",NA,"DSCN4002","NMB","1","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1018",NA,"DSCN4006","NMB","unnumbered-broken RP4","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1019",NA,"DSCN4010","NMB","16","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1020",NA,"DSCN4014","NMB","unnumbered-broken LP3","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1021",NA,"DSCN4020","NMB","12","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1022",NA,"DSCN4024","NMB","21","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
"1023",NA,"DSCN4029","NMB","13","Extant","UM1","L","Bovidae","Bovini","Syncerus","caffer","RSK","ML"
