1183,1275
1184,1275
1184,1276
1184,1277
1184,1278
1184,1279
1184,1280
1184,1281
1184,1282
1185,1282
1185,1283
1185,1284
1185,1285
1185,1286
1186,1286
1186,1287
1186,1288
1187,1288
1187,1289
1187,1290
1188,1290
1188,1291
1188,1292
1189,1292
1189,1293
1189,1294
1189,1295
1190,1295
1190,1296
1190,1297
1191,1297
1191,1298
1191,1299
1192,1299
1192,1300
1192,1301
1193,1301
1193,1302
1194,1302
1194,1303
1195,1303
1195,1304
1196,1304
1196,1305
1197,1305
1197,1306
1198,1306
1198,1307
1199,1307
1199,1308
1200,1308
1200,1309
1201,1309
1202,1309
1202,1310
1203,1310
1203,1311
1204,1311
1204,1312
1205,1312
1205,1313
1206,1313
1206,1314
1207,1314
1207,1315
1208,1315
1208,1316
1209,1316
1209,1317
1210,1317
1211,1317
1212,1317
1213,1317
1213,1318
1214,1318
1215,1318
1216,1318
1217,1318
1218,1318
1219,1318
1219,1319
1220,1319
1221,1319
1222,1319
1223,1319
1224,1319
1225,1319
1226,1319
1226,1320
1227,1320
1228,1320
1229,1320
1230,1320
1231,1320
1232,1320
1232,1321
1233,1321
1234,1321
1235,1321
1236,1321
1237,1321
1238,1321
1238,1320
1239,1320
1240,1320
1241,1320
1242,1320
1243,1320
1244,1320
1245,1320
1245,1319
1246,1319
1247,1319
1248,1319
1249,1319
1250,1319
1250,1318
1251,1318
1251,1317
1252,1317
1253,1317
1253,1316
1254,1316
1254,1315
1255,1315
1256,1315
1256,1314
1257,1314
1257,1313
1258,1313
1259,1313
1259,1312
1260,1312
1260,1311
1261,1311
1262,1311
1262,1310
1263,1310
1263,1309
1264,1309
1265,1309
1265,1308
1266,1308
1266,1307
1267,1307
1267,1306
1268,1306
1269,1306
1269,1305
1270,1305
1270,1304
1271,1304
1272,1304
1272,1303
1273,1303
1273,1302
1274,1302
1275,1302
1275,1301
1276,1301
1277,1301
1277,1300
1278,1300
1278,1299
1279,1299
1280,1299
1280,1298
1281,1298
1282,1298
1282,1297
1283,1297
1284,1297
1284,1296
1285,1296
1285,1295
1286,1295
1287,1295
1287,1294
1288,1294
1289,1294
1289,1293
1290,1293
1290,1292
1291,1292
1292,1292
1292,1291
1293,1291
1294,1291
1294,1290
1295,1290
1296,1290
1296,1289
1297,1289
1298,1289
1298,1288
1299,1288
1300,1288
1300,1287
1301,1287
1302,1287
1302,1286
1303,1286
1304,1286
1304,1285
1305,1285
1306,1285
1306,1284
1307,1284
1308,1284
1308,1283
1309,1283
1309,1282
1310,1282
1311,1282
1311,1281
1312,1281
1313,1281
1313,1280
1314,1280
1315,1280
1315,1279
1316,1279
1317,1279
1317,1278
1318,1278
1319,1278
1319,1277
1320,1277
1321,1277
1321,1276
1322,1276
1323,1276
1323,1275
1324,1275
1325,1275
1326,1275
1326,1274
1327,1274
1328,1274
1329,1274
1329,1273
1330,1273
1331,1273
1331,1272
1332,1272
1333,1272
1334,1272
1334,1271
1335,1271
1336,1271
1336,1270
1337,1270
1338,1270
1339,1270
1339,1269
1340,1269
1341,1269
1341,1268
1342,1268
1343,1268
1344,1268
1344,1267
1345,1267
1346,1267
1346,1266
1347,1266
1348,1266
1349,1266
1349,1265
1350,1265
1351,1265
1352,1265
1352,1264
1353,1264
1354,1264
1354,1263
1355,1263
1356,1263
1357,1263
1357,1262
1358,1262
1359,1262
1360,1262
